STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDFG,WESD,WESF,WSFG
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-06-18,,,0.10,0.0,,78,91,64,30,,,125.3
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-06-19,,,0.00,0.0,,67,74,61,35,,,73.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-06-20,,,0.00,0.0,,69,78,60,0,,,0.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-06-21,,,0.00,0.0,,65,71,58,35,,,73.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-06-22,,,0.06,0.0,,64,73,55,10,,,87.2
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-06-23,,,0.19,0.0,,64,67,62,0,,,0.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-06-24,,,0.84,0.0,,65,70,59,35,,,87.2
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-06-25,,,0.00,0.0,,65,74,55,5,,,73.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-06-26,,,0.00,0.0,,63,74,52,11,,,78.3
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-06-27,,,0.31,0.0,,67,72,62,0,,,0.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-06-28,,,0.00,0.0,,76,85,67,30,,,82.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-06-29,,,0.00,0.0,,78,89,66,20,,,96.2
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-06-30,,,0.00,0.0,,84,96,71,23,,,98.4
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-01,,,0.00,0.0,,84,94,75,22,,,91.7
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-02,,,0.00,0.0,,81,93,68,24,,,96.2
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-03,,,0.00,0.0,,76,87,65,0,,,0.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-04,,,0.00,0.0,,80,92,67,0,,,0.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-05,,,0.94,0.0,,81,92,69,25,,,107.4
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-06,,,,,,69,74,63,0,,,0.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-07,,,0.00,0.0,,67,78,57,15,,,71.6
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-08,,,0.00,0.0,,71,83,58,18,,,71.6
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-09,,,0.00,0.0,,74,90,59,25,,,87.2
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-10,,,0.00,0.0,,76,85,66,34,,,107.4
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-11,,,0.00,0.0,,72,81,63,35,,,82.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-12,,,0.00,0.0,,74,86,62,14,,,78.3
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-13,,,0.00,0.0,,78,87,70,15,,,82.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-14,,,0.01,0.0,,77,84,71,23,,,71.6
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-15,,,0.00,0.0,,79,87,70,0,,,0.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-16,,,0.31,0.0,,80,90,70,26,,,140.9
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-17,,,0.00,0.0,,73,81,64,35,,,98.4
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-18,,,0.00,0.0,,68,75,60,20,,,78.3
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-19,,,0.00,0.0,,69,81,57,18,,,67.1
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-20,,,0.02,0.0,,76,86,65,10,,,87.2
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-21,,,0.02,0.0,,72,79,64,10,,,98.4
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-22,,,0.61,0.0,,69,75,62,17,,,91.7
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-23,,,0.00,0.0,,76,83,69,11,,,73.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-24,,,0.21,0.0,,79,86,71,17,,,96.2
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-25,,,0.00,0.0,,76,86,66,1,,,82.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-26,,,0.31,0.0,,74,85,62,26,,,199.1
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-27,,,0.08,0.0,,71,80,62,27,,,96.2
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-28,,,0.01,0.0,,67,75,59,27,,,102.9
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-29,,,0.00,0.0,,68,80,56,24,,,96.2
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-30,,,0.00,0.0,,72,80,63,15,,,71.6
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-07-31,,,0.00,0.0,,72,78,65,0,,,0.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-01,,,0.02,0.0,,75,81,68,23,,,102.9
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-02,,,0.00,0.0,,76,87,65,23,,,87.2
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-03,,,0.00,0.0,,76,84,68,3,,,78.3
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-04,,,0.00,0.0,,78,89,67,0,,,0.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-05,,,0.00,0.0,,81,95,66,26,,,91.7
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-06,,,0.89,0.0,,82,94,70,19,,,149.9
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-07,,,0.24,0.0,,76,83,69,5,,,87.2
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-08,,,0.83,0.0,,71,78,63,32,,,98.4
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-09,,,0.09,0.0,,74,85,62,24,,,82.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-10,,,0.00,0.0,,70,77,63,14,,,67.1
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-11,,,0.17,0.0,,70,80,60,0,,,0.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-12,,,0.00,0.0,,74,82,65,0,,,0.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-13,,,0.00,0.0,,74,81,67,0,,,0.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-14,,,0.00,0.0,,79,89,69,31,,,91.7
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-15,,,0.00,0.0,,78,88,68,28,,,87.2
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-16,,,0.06,0.0,,77,86,68,22,,,96.2
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-17,,,0.57,0.0,,78,85,70,32,,,87.2
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-18,,,0.02,0.0,,72,77,66,0,,,0.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-19,,,0.00,0.0,,70,77,63,0,,,0.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-20,,,0.00,0.0,,71,78,64,10,,,71.6
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-21,,,1.01,0.0,,73,79,67,34,,,107.4
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-22,,,0.03,0.0,,65,71,59,30,,,125.3
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-23,,,0.00,0.0,,69,80,59,28,,,102.9
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-24,,,0.00,0.0,,69,81,58,24,,,87.2
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-25,,,0.70,0.0,,73,78,68,16,,,82.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-26,,,0.00,0.0,,76,84,69,27,,,82.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-27,,,0.03,0.0,,76,84,68,22,,,71.6
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-28,,,0.00,0.0,,82,89,76,20,,,127.5
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-29,,,0.00,0.0,,73,83,63,29,,,127.5
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-30,,,0.00,0.0,,62,65,59,35,,,96.2
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-08-31,,,0.00,0.0,,68,74,61,0,,,0.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-01,,,0.00,0.0,,70,81,59,17,,,71.6
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-02,,,0.02,0.0,,79,86,72,23,,,87.2
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-03,,,0.00,0.0,,80,89,71,27,,,87.2
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-04,,,0.00,0.0,,75,83,67,0,,,0.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-05,,,0.02,0.0,,82,94,71,23,,,120.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-06,,,0.02,0.0,,71,79,62,36,,,78.3
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-07,,,0.00,0.0,,68,76,59,35,,,78.3
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-08,,,0.00,0.0,,58,63,54,4,,,67.1
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-09,,,0.00,0.0,,,61,,9,,,116.3
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-10,,,1.03,0.0,,57,61,54,12,,,111.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-11,,,0.00,0.0,,64,69,58,34,,,82.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-12,,,0.00,0.0,,65,75,55,0,,,0.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-13,,,0.00,0.0,,69,77,61,10,,,73.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-14,,,0.00,0.0,,75,82,67,0,,,0.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-15,,,0.00,0.0,,76,84,68,0,,,0.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-16,,,0.00,0.0,,75,83,67,0,,,0.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-17,,,0.00,0.0,,74,81,68,15,,,67.1
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-18,,,0.00,0.0,,71,82,60,1,,,96.2
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-19,,,0.00,0.0,,64,72,56,0,,,71.6
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-20,,,0.00,0.0,,62,67,58,11,,,82.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-21,,,0.02,0.0,,72,90,55,26,,,185.7
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-22,,,0.00,0.0,,56,61,50,32,,,102.9
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-23,,,0.00,0.0,,55,66,44,9,,,67.1
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-24,,,0.09,0.0,,59,67,50,9,,,96.2
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-25,,,0.24,0.0,,65,71,60,15,,,91.7
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-26,,,0.00,0.0,,64,75,52,28,,,127.5
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-27,,,0.00,0.0,,56,64,47,0,,,0.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-28,,,0.13,0.0,,62,74,49,23,,,111.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-29,,,0.00,0.0,,54,62,46,28,,,91.7
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-09-30,,,0.41,0.0,,52,55,49,0,,,0.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-01,,,0.39,0.0,,50,54,46,6,,,73.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-02,,,0.50,0.0,,52,56,49,34,,,71.6
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-03,,,0.00,0.0,,58,63,52,0,,,0.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-04,,,0.16,0.0,,58,73,44,32,,,132.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-05,,,0.00,0.0,,48,54,41,9,,,91.7
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-06,,,0.06,0.0,,56,62,49,36,,,67.1
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-07,,,0.20,0.0,,56,58,53,35,,,73.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-08,,,0.13,0.0,,55,57,52,10,,,73.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-09,,,0.00,0.0,,70,84,56,24,,,71.6
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-10,,,0.01,0.0,,73,80,66,21,,,98.4
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-11,,,0.00,0.0,,59,72,45,30,,,127.5
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-12,,,0.03,0.0,,47,52,42,31,,,111.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-13,,,0.05,0.0,,44,50,38,28,,,96.2
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-14,,,0.00,0.0,,49,59,38,24,,,78.3
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-15,,,0.04,0.0,,46,57,36,27,,,154.3
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-16,,,0.00,0.0,,44,54,33,25,,,107.4
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-17,,,0.01,0.0,,41,49,34,30,,,161.1
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-18,,,0.00,0.0,0.0,38,47,29,25,,,111.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-19,,,0.00,0.0,,51,61,42,25,,,145.4
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-20,,,0.01,0.0,,45,53,37,24,,,132.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-21,,,0.00,0.0,,37,42,32,34,,,125.3
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-22,,,0.00,0.0,,44,52,36,0,,,0.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-23,,,0.03,0.0,,42,49,34,30,,,145.4
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-24,,,0.02,0.0,,38,42,35,32,,,96.2
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-25,,,0.01,0.0,,40,45,35,20,,,78.3
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-26,,,0.00,0.0,,44,48,40,8,,,102.9
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-27,,,0.38,0.8,0.0,38,43,33,10,,,107.4
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-28,,,0.05,0.2,,38,43,33,0,,,0.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-29,,,0.04,0.0,,39,48,30,31,,,136.5
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-30,,,0.02,0.0,,41,52,29,,,,
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-10-31,,,0.64,0.0,,48,56,40,31,,,78.3
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-01,,,1.17,0.0,,43,46,40,4,,,91.7
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-02,,,0.20,0.0,,40,41,38,4,,,107.4
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-03,,,0.06,0.0,,38,44,33,31,,,102.9
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-04,,,0.00,0.0,,38,45,31,9,,,100.7
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-05,,,0.07,0.0,,48,52,44,,,,
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-06,,,0.28,0.0,,54,61,47,24,,,161.1
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-07,,,0.04,0.0,,44,48,39,28,,,132.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-08,,,0.02,0.0,,39,42,37,29,,,91.7
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-09,,,0.45,0.4,,36,39,34,26,,,140.9
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-10,,,0.00,0.0,,32,36,27,26,,,161.1
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-11,,,0.00,0.0,,33,40,27,30,,,87.2
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-12,,,0.04,0.0,,38,43,33,,,,
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-13,,,0.06,0.2,,30,35,24,36,,,102.9
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-14,,,0.00,0.0,,28,34,22,30,,,91.7
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-15,,,0.41,3.5,1.2,28,33,23,10,,,102.9
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-16,,,0.20,1.7,3.9,34,36,32,26,,,102.9
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-17,,,0.00,0.0,1.2,30,36,23,28,,,91.7
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-18,,,0.00,0.0,0.8,29,36,22,,,,
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-19,,,0.00,0.0,0.8,32,40,25,,,,
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-20,,,0.02,0.2,0.0,30,34,26,29,,,100.7
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-21,,,0.00,0.0,0.0,22,35,9,29,,,152.1
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-22,,,0.00,0.0,0.0,15,21,8,34,,,73.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-23,,,0.00,0.0,0.0,29,36,21,15,,,73.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-24,,,0.11,0.0,0.0,38,43,33,11,,,78.3
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-25,,,0.00,0.0,,42,47,38,28,,,82.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-26,,,1.00,0.0,,39,42,36,9,,,111.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-27,,,0.03,0.2,0.0,33,36,29,31,,,129.7
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-28,,,0.00,0.0,0.0,33,38,29,30,,,145.4
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-29,,,0.00,0.0,,34,36,32,25,,,94.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-11-30,,,0.00,0.0,,33,35,32,,,,
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-12-01,,,0.13,0.3,,35,38,31,10,,,120.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-12-02,,,0.15,0.0,,44,50,38,11,,,94.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-12-03,,,0.08,0.4,0.4,37,45,29,25,,,107.4
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-12-04,,,0.00,0.0,0.0,26,32,21,36,,,87.2
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-12-05,,,0.01,0.1,0.0,26,35,17,26,,,87.2
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-12-06,,,0.00,0.0,0.0,30,36,25,25,,,107.4
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-12-07,,,0.00,0.0,0.0,21,26,15,,,,
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-12-08,,,0.00,0.0,,26,32,20,31,,,94.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-12-09,,,0.00,0.0,,27,34,20,24,,,94.0
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-12-10,,,0.00,0.0,,32,34,29,24,,,82.8
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-12-11,,,0.01,0.1,0.0,29,32,26,21,,,91.7
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-12-12,,,0.04,0.3,0.0,32,34,30,10,,,102.9
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-12-13,,,0.02,0.2,0.8,33,36,30,,,,
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-12-14,,,0.10,0.0,,36,42,30,,,,
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-12-15,,,0.00,0.0,,35,39,31,,,,
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-12-16,,,0.00,0.0,,35,39,31,24,,,
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-12-17,,,0.00,0.0,,34,37,30,34,,,145.4
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-12-18,,,0.00,0.0,,27,32,21,36,,,71.6
CA006158731,"TORONTO INTERNATIONAL A, ON CA",43.6767,-79.6306,173.4,2018-12-19,,,0.00,0.0,,35,43,27,24,,,
